angle (rad)	r (microns)	Courbure (um^-1)	 Rayon de courbure (um)
0.059	8.1433	0.17037	5.8695
0.06	8.1426	0.17031	5.8715
0.061	8.142	0.17026	5.8735
0.062	8.1413	0.1702	5.8755
0.063	8.1406	0.17014	5.8775
0.064	8.1399	0.17008	5.8795
0.065	8.1393	0.17003	5.8815
0.066	8.1386	0.16997	5.8835
0.067	8.1379	0.16991	5.8854
0.068	8.1372	0.16985	5.8874
0.069	8.1365	0.1698	5.8894
0.07	8.1358	0.16974	5.8913
0.071	8.1351	0.16969	5.8933
0.072	8.1344	0.16963	5.8952
0.073	8.1337	0.16957	5.8971
0.074	8.133	0.16952	5.8991
0.075	8.1323	0.16946	5.901
0.076	8.1316	0.16941	5.9029
0.077	8.1309	0.16936	5.9047
0.078	8.1302	0.1693	5.9066
0.079	8.1294	0.16925	5.9085
0.08	8.1287	0.1692	5.9103
0.081	8.128	0.16914	5.9122
0.082	8.1273	0.16909	5.914
0.083	8.1265	0.16904	5.9158
0.084	8.1258	0.16899	5.9176
0.085	8.125	0.16894	5.9193
0.086	8.1243	0.16889	5.9211
0.087	8.1236	0.16884	5.9228
0.088	8.1228	0.16879	5.9245
0.089	8.1221	0.16874	5.9262
0.09	8.1213	0.16869	5.9279
0.091	8.1205	0.16865	5.9295
0.092	8.1198	0.1686	5.9312
0.093	8.119	0.16856	5.9328
0.094	8.1182	0.16851	5.9343
0.095	8.1175	0.16847	5.9359
0.096	8.1167	0.16842	5.9374
0.097	8.1159	0.16838	5.9389
0.098	8.1151	0.16834	5.9404
0.099	8.1144	0.1683	5.9419
0.1	8.1136	0.16826	5.9433
0.101	8.1128	0.16822	5.9447
0.102	8.112	0.16818	5.946
0.103	8.1112	0.16814	5.9473
0.104	8.1104	0.16811	5.9486
0.105	8.1096	0.16807	5.9499
0.106	8.1088	0.16803	5.9511
0.107	8.108	0.168	5.9523
0.108	8.1072	0.16797	5.9535
0.109	8.1064	0.16794	5.9546
0.11	8.1056	0.16791	5.9557
0.111	8.1047	0.16788	5.9568
0.112	8.1039	0.16785	5.9578
0.113	8.1031	0.16782	5.9588
0.114	8.1023	0.16779	5.9597
0.115	8.1014	0.16777	5.9606
0.116	8.1006	0.16774	5.9615
0.117	8.0998	0.16772	5.9623
0.118	8.0989	0.1677	5.9631
0.119	8.0981	0.16768	5.9638
0.12	8.0973	0.16766	5.9645
0.121	8.0964	0.16764	5.9652
0.122	8.0956	0.16762	5.9658
0.123	8.0947	0.16761	5.9664
0.124	8.0939	0.16759	5.9669
0.125	8.093	0.16758	5.9673
0.126	8.0921	0.16757	5.9678
0.127	8.0913	0.16756	5.9682
0.128	8.0904	0.16755	5.9685
0.129	8.0895	0.16754	5.9688
0.13	8.0887	0.16753	5.969
0.131	8.0878	0.16753	5.9692
0.132	8.0869	0.16752	5.9693
0.133	8.086	0.16752	5.9694
0.134	8.0851	0.16752	5.9694
0.135	8.0843	0.16752	5.9694
0.136	8.0834	0.16752	5.9693
0.137	8.0825	0.16753	5.9692
0.138	8.0816	0.16753	5.969
0.139	8.0807	0.16754	5.9688
0.14	8.0798	0.16755	5.9685
0.141	8.0789	0.16756	5.9682
0.142	8.078	0.16757	5.9678
0.143	8.0771	0.16758	5.9673
0.144	8.0761	0.16759	5.9668
0.145	8.0752	0.16761	5.9662
0.146	8.0743	0.16763	5.9656
0.147	8.0734	0.16765	5.9649
0.148	8.0725	0.16767	5.9642
0.149	8.0715	0.16769	5.9634
0.15	8.0706	0.16771	5.9625
0.151	8.0697	0.16774	5.9616
0.152	8.0687	0.16777	5.9606
0.153	8.0678	0.1678	5.9596
0.154	8.0669	0.16783	5.9585
0.155	8.0659	0.16786	5.9573
0.156	8.065	0.1679	5.9561
0.157	8.064	0.16793	5.9548
0.158	8.0631	0.16797	5.9534
0.159	8.0621	0.16801	5.952
0.16	8.0612	0.16805	5.9506
0.161	8.0602	0.16809	5.949
0.162	8.0592	0.16814	5.9474
0.163	8.0583	0.16819	5.9458
0.164	8.0573	0.16824	5.9441
0.165	8.0563	0.16829	5.9423
0.166	8.0553	0.16834	5.9404
0.167	8.0544	0.16839	5.9385
0.168	8.0534	0.16845	5.9365
0.169	8.0524	0.16851	5.9345
0.17	8.0514	0.16857	5.9324
0.171	8.0504	0.16863	5.9302
0.172	8.0494	0.16869	5.928
0.173	8.0484	0.16876	5.9257
0.174	8.0474	0.16882	5.9234
0.175	8.0464	0.16889	5.9209
0.176	8.0454	0.16896	5.9184
0.177	8.0444	0.16904	5.9159
0.178	8.0434	0.16911	5.9133
0.179	8.0424	0.16919	5.9106
0.18	8.0414	0.16927	5.9079
0.181	8.0404	0.16935	5.9051
0.182	8.0393	0.16943	5.9022
0.183	8.0383	0.16951	5.8993
0.184	8.0373	0.1696	5.8963
0.185	8.0363	0.16969	5.8932
0.186	8.0352	0.16978	5.8901
0.187	8.0342	0.16987	5.8869
0.188	8.0331	0.16996	5.8837
0.189	8.0321	0.17006	5.8804
0.19	8.0311	0.17016	5.877
0.191	8.03	0.17025	5.8735
0.192	8.029	0.17036	5.8701
0.193	8.0279	0.17046	5.8665
0.194	8.0268	0.17056	5.8629
0.195	8.0258	0.17067	5.8592
0.196	8.0247	0.17078	5.8555
0.197	8.0237	0.17089	5.8517
0.198	8.0226	0.171	5.8478
0.199	8.0215	0.17112	5.8439
0.2	8.0204	0.17124	5.8399
0.201	8.0194	0.17135	5.8359
0.202	8.0183	0.17147	5.8318
0.203	8.0172	0.1716	5.8276
0.204	8.0161	0.17172	5.8234
0.205	8.015	0.17185	5.8192
0.206	8.0139	0.17197	5.8149
0.207	8.0128	0.1721	5.8105
0.208	8.0117	0.17223	5.8061
0.209	8.0106	0.17237	5.8016
0.21	8.0095	0.1725	5.797
0.211	8.0084	0.17264	5.7924
0.212	8.0073	0.17278	5.7878
0.213	8.0062	0.17292	5.7831
0.214	8.0051	0.17306	5.7783
0.215	8.0039	0.1732	5.7735
0.216	8.0028	0.17335	5.7687
0.217	8.0017	0.1735	5.7638
0.218	8.0006	0.17365	5.7588
0.219	7.9994	0.1738	5.7538
0.22	7.9983	0.17395	5.7488
0.221	7.9972	0.1741	5.7437
0.222	7.996	0.17426	5.7386
0.223	7.9949	0.17442	5.7334
0.224	7.9937	0.17458	5.7282
0.225	7.9926	0.17474	5.7229
0.226	7.9914	0.1749	5.7176
0.227	7.9902	0.17506	5.7122
0.228	7.9891	0.17523	5.7068
0.229	7.9879	0.1754	5.7014
0.23	7.9868	0.17557	5.6959
0.231	7.9856	0.17574	5.6903
0.232	7.9844	0.17591	5.6848
0.233	7.9832	0.17608	5.6792
0.234	7.982	0.17626	5.6736
0.235	7.9809	0.17643	5.6679
0.236	7.9797	0.17661	5.6622
0.237	7.9785	0.17679	5.6564
0.238	7.9773	0.17697	5.6506
0.239	7.9761	0.17715	5.6448
0.24	7.9749	0.17734	5.639
0.241	7.9737	0.17752	5.6331
0.242	7.9725	0.17771	5.6272
0.243	7.9713	0.1779	5.6213
0.244	7.9701	0.17808	5.6153
0.245	7.9688	0.17827	5.6093
0.246	7.9676	0.17847	5.6033
0.247	7.9664	0.17866	5.5973
0.248	7.9652	0.17885	5.5912
0.249	7.9639	0.17905	5.5851
0.25	7.9627	0.17924	5.579
0.251	7.9615	0.17944	5.5729
0.252	7.9602	0.17964	5.5667
0.253	7.959	0.17984	5.5606
0.254	7.9577	0.18004	5.5544
0.255	7.9565	0.18024	5.5481
0.256	7.9552	0.18044	5.5419
0.257	7.954	0.18065	5.5357
0.258	7.9527	0.18085	5.5294
0.259	7.9514	0.18106	5.5231
0.26	7.9502	0.18126	5.5168
0.261	7.9489	0.18147	5.5105
0.262	7.9476	0.18168	5.5042
0.263	7.9463	0.18189	5.4979
0.264	7.945	0.1821	5.4916
0.265	7.9438	0.18231	5.4852
0.266	7.9425	0.18252	5.4789
0.267	7.9412	0.18273	5.4725
0.268	7.9399	0.18294	5.4662
0.269	7.9386	0.18316	5.4598
0.27	7.9373	0.18337	5.4534
0.271	7.936	0.18359	5.447
0.272	7.9346	0.1838	5.4407
0.273	7.9333	0.18402	5.4343
0.274	7.932	0.18423	5.4279
0.275	7.9307	0.18445	5.4215
0.276	7.9294	0.18467	5.4152
0.277	7.928	0.18488	5.4088
0.278	7.9267	0.1851	5.4024
0.279	7.9253	0.18532	5.3961
0.28	7.924	0.18554	5.3897
0.281	7.9227	0.18576	5.3834
0.282	7.9213	0.18598	5.377
0.283	7.92	0.1862	5.3707
0.284	7.9186	0.18641	5.3644
0.285	7.9172	0.18663	5.3581
0.286	7.9159	0.18685	5.3518
0.287	7.9145	0.18707	5.3455
0.288	7.9131	0.18729	5.3392
0.289	7.9117	0.18751	5.333
0.29	7.9104	0.18773	5.3267
0.291	7.909	0.18795	5.3205
0.292	7.9076	0.18817	5.3143
0.293	7.9062	0.18839	5.3081
0.294	7.9048	0.18861	5.3019
0.295	7.9034	0.18883	5.2958
0.296	7.902	0.18905	5.2896
0.297	7.9006	0.18927	5.2835
0.298	7.8992	0.18949	5.2774
0.299	7.8978	0.1897	5.2714
0.3	7.8963	0.18992	5.2653
0.301	7.8949	0.19014	5.2593
0.302	7.8935	0.19036	5.2533
0.303	7.8921	0.19057	5.2473
0.304	7.8906	0.19079	5.2414
0.305	7.8892	0.191	5.2355
0.306	7.8877	0.19122	5.2296
0.307	7.8863	0.19143	5.2238
0.308	7.8848	0.19165	5.2179
0.309	7.8834	0.19186	5.2122
0.31	7.8819	0.19207	5.2064
0.311	7.8804	0.19228	5.2007
0.312	7.879	0.19249	5.195
0.313	7.8775	0.1927	5.1893
0.314	7.876	0.19291	5.1837
0.315	7.8745	0.19312	5.1781
0.316	7.8731	0.19333	5.1726
0.317	7.8716	0.19353	5.1671
0.318	7.8701	0.19374	5.1616
0.319	7.8686	0.19394	5.1562
0.32	7.8671	0.19414	5.1508
0.321	7.8656	0.19435	5.1455
0.322	7.8641	0.19455	5.1402
0.323	7.8625	0.19475	5.1349
0.324	7.861	0.19494	5.1297
0.325	7.8595	0.19514	5.1245
0.326	7.858	0.19534	5.1194
0.327	7.8564	0.19553	5.1143
0.328	7.8549	0.19572	5.1092
0.329	7.8534	0.19592	5.1042
0.33	7.8518	0.19611	5.0993
0.331	7.8503	0.19629	5.0944
0.332	7.8487	0.19648	5.0895
0.333	7.8471	0.19667	5.0847
0.334	7.8456	0.19685	5.08
0.335	7.844	0.19703	5.0753
0.336	7.8424	0.19721	5.0706
0.337	7.8409	0.19739	5.066
0.338	7.8393	0.19757	5.0615
0.339	7.8377	0.19775	5.057
0.34	7.8361	0.19792	5.0525
0.341	7.8345	0.19809	5.0481
0.342	7.8329	0.19826	5.0438
0.343	7.8313	0.19843	5.0395
0.344	7.8297	0.1986	5.0353
0.345	7.8281	0.19876	5.0311
0.346	7.8265	0.19893	5.027
0.347	7.8249	0.19909	5.0229
0.348	7.8232	0.19925	5.0189
0.349	7.8216	0.1994	5.015
0.35	7.82	0.19956	5.0111
0.351	7.8183	0.19971	5.0073
0.352	7.8167	0.19986	5.0035
0.353	7.815	0.20001	4.9998
0.354	7.8134	0.20015	4.9961
0.355	7.8117	0.2003	4.9926
0.356	7.8101	0.20044	4.989
0.357	7.8084	0.20058	4.9856
0.358	7.8067	0.20072	4.9822
0.359	7.8051	0.20085	4.9788
0.36	7.8034	0.20098	4.9756
0.361	7.8017	0.20111	4.9723
0.362	7.8	0.20124	4.9692
0.363	7.7983	0.20136	4.9661
0.364	7.7966	0.20149	4.9631
0.365	7.7949	0.20161	4.9601
0.366	7.7932	0.20172	4.9572
0.367	7.7915	0.20184	4.9544
0.368	7.7898	0.20195	4.9517
0.369	7.7881	0.20206	4.949
0.37	7.7863	0.20217	4.9463
0.371	7.7846	0.20227	4.9438
0.372	7.7829	0.20238	4.9413
0.373	7.7811	0.20248	4.9389
0.374	7.7794	0.20257	4.9365
0.375	7.7776	0.20267	4.9342
0.376	7.7759	0.20276	4.932
0.377	7.7741	0.20284	4.9299
0.378	7.7724	0.20293	4.9278
0.379	7.7706	0.20301	4.9258
0.38	7.7688	0.20309	4.9239
0.381	7.767	0.20317	4.922
0.382	7.7653	0.20324	4.9202
0.383	7.7635	0.20332	4.9185
0.384	7.7617	0.20338	4.9168
0.385	7.7599	0.20345	4.9152
0.386	7.7581	0.20351	4.9137
0.387	7.7563	0.20357	4.9123
0.388	7.7545	0.20363	4.9109
0.389	7.7527	0.20368	4.9096
0.39	7.7508	0.20373	4.9084
0.391	7.749	0.20378	4.9072
0.392	7.7472	0.20383	4.9061
0.393	7.7454	0.20387	4.9051
0.394	7.7435	0.20391	4.9042
0.395	7.7417	0.20394	4.9033
0.396	7.7398	0.20397	4.9026
0.397	7.738	0.204	4.9019
0.398	7.7361	0.20403	4.9012
0.399	7.7343	0.20405	4.9007
0.4	7.7324	0.20407	4.9002
0.401	7.7305	0.20409	4.8998
0.402	7.7287	0.20411	4.8994
0.403	7.7268	0.20412	4.8991
0.404	7.7249	0.20412	4.899
0.405	7.723	0.20413	4.8988
0.406	7.7211	0.20413	4.8988
0.407	7.7192	0.20413	4.8988
0.408	7.7173	0.20413	4.899
0.409	7.7154	0.20412	4.8991
0.41	7.7135	0.20411	4.8994
0.411	7.7116	0.20409	4.8997
0.412	7.7097	0.20407	4.9002
0.413	7.7077	0.20405	4.9007
0.414	7.7058	0.20403	4.9012
0.415	7.7039	0.204	4.9019
0.416	7.7019	0.20397	4.9026
0.417	7.7	0.20394	4.9034
0.418	7.698	0.2039	4.9043
0.419	7.6961	0.20386	4.9052
0.42	7.6941	0.20382	4.9062
0.421	7.6922	0.20378	4.9073
0.422	7.6902	0.20373	4.9085
0.423	7.6882	0.20367	4.9098
0.424	7.6862	0.20362	4.9111
0.425	7.6843	0.20356	4.9125
0.426	7.6823	0.2035	4.914
0.427	7.6803	0.20343	4.9156
0.428	7.6783	0.20337	4.9172
0.429	7.6763	0.2033	4.9189
0.43	7.6743	0.20322	4.9207
0.431	7.6723	0.20314	4.9226
0.432	7.6703	0.20306	4.9246
0.433	7.6683	0.20298	4.9266
0.434	7.6662	0.20289	4.9287
0.435	7.6642	0.2028	4.9309
0.436	7.6622	0.20271	4.9331
0.437	7.6602	0.20261	4.9355
0.438	7.6581	0.20252	4.9379
0.439	7.6561	0.20241	4.9404
0.44	7.654	0.20231	4.943
0.441	7.652	0.2022	4.9456
0.442	7.6499	0.20209	4.9483
0.443	7.6479	0.20197	4.9511
0.444	7.6458	0.20186	4.954
0.445	7.6437	0.20174	4.957
0.446	7.6417	0.20161	4.96
0.447	7.6396	0.20149	4.9631
0.448	7.6375	0.20136	4.9663
0.449	7.6354	0.20123	4.9695
0.45	7.6333	0.20109	4.9729
0.451	7.6312	0.20095	4.9763
0.452	7.6291	0.20081	4.9798
0.453	7.627	0.20067	4.9834
0.454	7.6249	0.20052	4.987
0.455	7.6228	0.20037	4.9907
0.456	7.6207	0.20022	4.9945
0.457	7.6186	0.20006	4.9984
0.458	7.6164	0.19991	5.0024
0.459	7.6143	0.19975	5.0064
0.46	7.6122	0.19958	5.0105
0.461	7.61	0.19942	5.0147
0.462	7.6079	0.19925	5.0189
0.463	7.6057	0.19907	5.0232
0.464	7.6036	0.1989	5.0277
0.465	7.6014	0.19872	5.0321
0.466	7.5993	0.19854	5.0367
0.467	7.5971	0.19836	5.0413
0.468	7.595	0.19818	5.046
0.469	7.5928	0.19799	5.0508
0.47	7.5906	0.1978	5.0557
0.471	7.5884	0.1976	5.0606
0.472	7.5863	0.19741	5.0656
0.473	7.5841	0.19721	5.0707
0.474	7.5819	0.19701	5.0759
0.475	7.5797	0.19681	5.0811
0.476	7.5775	0.1966	5.0864
0.477	7.5753	0.19639	5.0918
0.478	7.5731	0.19618	5.0972
0.479	7.5709	0.19597	5.1028
0.48	7.5687	0.19576	5.1084
0.481	7.5664	0.19554	5.114
0.482	7.5642	0.19532	5.1198
0.483	7.562	0.1951	5.1256
0.484	7.5598	0.19487	5.1315
0.485	7.5575	0.19465	5.1375
0.486	7.5553	0.19442	5.1435
0.487	7.5531	0.19419	5.1496
0.488	7.5508	0.19396	5.1558
0.489	7.5486	0.19372	5.1621
0.49	7.5463	0.19348	5.1684
0.491	7.5441	0.19324	5.1748
0.492	7.5418	0.193	5.1813
0.493	7.5396	0.19276	5.1879
0.494	7.5373	0.19251	5.1945
0.495	7.535	0.19226	5.2012
0.496	7.5327	0.19201	5.2079
0.497	7.5305	0.19176	5.2148
0.498	7.5282	0.19151	5.2217
0.499	7.5259	0.19125	5.2286
0.5	7.5236	0.191	5.2357
0.501	7.5213	0.19074	5.2428
0.502	7.519	0.19048	5.25
0.503	7.5167	0.19021	5.2572
0.504	7.5144	0.18995	5.2646
0.505	7.5121	0.18968	5.272
0.506	7.5098	0.18941	5.2794
0.507	7.5075	0.18915	5.2869
0.508	7.5052	0.18887	5.2945
0.509	7.5029	0.1886	5.3022
0.51	7.5006	0.18833	5.31
0.511	7.4983	0.18805	5.3178
0.512	7.4959	0.18777	5.3256
0.513	7.4936	0.18749	5.3336
0.514	7.4913	0.18721	5.3416
0.515	7.4889	0.18693	5.3497
0.516	7.4866	0.18664	5.3578
0.517	7.4843	0.18636	5.366
0.518	7.4819	0.18607	5.3743
0.519	7.4796	0.18578	5.3826
0.52	7.4772	0.18549	5.391
0.521	7.4749	0.1852	5.3995
0.522	7.4725	0.18491	5.408
0.523	7.4701	0.18462	5.4166
0.524	7.4678	0.18432	5.4253
0.525	7.4654	0.18402	5.4341
0.526	7.4631	0.18373	5.4429
0.527	7.4607	0.18343	5.4517
0.528	7.4583	0.18313	5.4606
0.529	7.4559	0.18283	5.4696
0.53	7.4536	0.18253	5.4787
0.531	7.4512	0.18222	5.4878
0.532	7.4488	0.18192	5.497
0.533	7.4464	0.18161	5.5062
0.534	7.444	0.18131	5.5155
0.535	7.4416	0.181	5.5249
0.536	7.4392	0.18069	5.5343
0.537	7.4368	0.18038	5.5438
0.538	7.4344	0.18007	5.5534
0.539	7.432	0.17976	5.563
0.54	7.4296	0.17945	5.5727
0.541	7.4272	0.17913	5.5824
0.542	7.4248	0.17882	5.5922
0.543	7.4224	0.17851	5.602
0.544	7.42	0.17819	5.612
0.545	7.4175	0.17787	5.6219
0.546	7.4151	0.17756	5.632
0.547	7.4127	0.17724	5.6421
0.548	7.4103	0.17692	5.6522
0.549	7.4079	0.1766	5.6624
0.55	7.4054	0.17628	5.6727
0.551	7.403	0.17596	5.683
0.552	7.4006	0.17564	5.6934
0.553	7.3981	0.17532	5.7038
0.554	7.3957	0.175	5.7143
0.555	7.3932	0.17468	5.7249
0.556	7.3908	0.17435	5.7355
0.557	7.3884	0.17403	5.7462
0.558	7.3859	0.17371	5.7569
0.559	7.3835	0.17338	5.7677
0.56	7.381	0.17306	5.7785
0.561	7.3786	0.17273	5.7894
0.562	7.3761	0.1724	5.8003
0.563	7.3736	0.17208	5.8113
0.564	7.3712	0.17175	5.8224
0.565	7.3687	0.17143	5.8335
0.566	7.3663	0.1711	5.8446
0.567	7.3638	0.17077	5.8558
0.568	7.3613	0.17044	5.8671
0.569	7.3589	0.17011	5.8784
0.57	7.3564	0.16979	5.8897
0.571	7.3539	0.16946	5.9012
0.572	7.3514	0.16913	5.9126
0.573	7.349	0.1688	5.9241
0.574	7.3465	0.16847	5.9357
0.575	7.344	0.16814	5.9473
0.576	7.3415	0.16781	5.959
0.577	7.339	0.16748	5.9707
0.578	7.3366	0.16715	5.9825
0.579	7.3341	0.16683	5.9943
0.58	7.3316	0.1665	6.0062
0.581	7.3291	0.16617	6.0181
0.582	7.3266	0.16584	6.03
0.583	7.3241	0.16551	6.042
0.584	7.3216	0.16518	6.0541
0.585	7.3191	0.16485	6.0662
0.586	7.3166	0.16452	6.0783
0.587	7.3141	0.16419	6.0905
0.588	7.3116	0.16386	6.1028
0.589	7.3091	0.16353	6.1151
0.59	7.3066	0.1632	6.1274
0.591	7.3041	0.16287	6.1398
0.592	7.3016	0.16254	6.1522
0.593	7.2991	0.16222	6.1647
0.594	7.2966	0.16189	6.1772
0.595	7.2941	0.16156	6.1897
0.596	7.2916	0.16123	6.2023
0.597	7.2891	0.1609	6.215
0.598	7.2866	0.16057	6.2276
0.599	7.2841	0.16025	6.2404
0.6	7.2816	0.15992	6.2531
0.601	7.2791	0.15959	6.2659
0.602	7.2765	0.15927	6.2788
0.603	7.274	0.15894	6.2917
0.604	7.2715	0.15861	6.3046
0.605	7.269	0.15829	6.3176
0.606	7.2665	0.15796	6.3306
0.607	7.264	0.15764	6.3436
0.608	7.2614	0.15731	6.3567
0.609	7.2589	0.15699	6.3698
0.61	7.2564	0.15667	6.383
0.611	7.2539	0.15634	6.3962
0.612	7.2513	0.15602	6.4094
0.613	7.2488	0.1557	6.4227
0.614	7.2463	0.15538	6.436
0.615	7.2438	0.15505	6.4494
0.616	7.2412	0.15473	6.4628
0.617	7.2387	0.15441	6.4762
0.618	7.2362	0.15409	6.4897
0.619	7.2337	0.15377	6.5032
0.62	7.2311	0.15345	6.5167
0.621	7.2286	0.15313	6.5303
0.622	7.2261	0.15282	6.5439
0.623	7.2235	0.1525	6.5575
0.624	7.221	0.15218	6.5712
0.625	7.2185	0.15186	6.5849
0.626	7.216	0.15155	6.5986
0.627	7.2134	0.15123	6.6123
0.628	7.2109	0.15092	6.6261
0.629	7.2084	0.1506	6.64
0.63	7.2058	0.15029	6.6538
0.631	7.2033	0.14998	6.6677
0.632	7.2008	0.14966	6.6817
0.633	7.1982	0.14935	6.6956
0.634	7.1957	0.14904	6.7096
0.635	7.1932	0.14873	6.7236
0.636	7.1906	0.14842	6.7376
0.637	7.1881	0.14811	6.7517
0.638	7.1856	0.1478	6.7658
0.639	7.183	0.14749	6.7799
0.64	7.1805	0.14719	6.7941
0.641	7.178	0.14688	6.8083
0.642	7.1754	0.14657	6.8225
0.643	7.1729	0.14627	6.8367
0.644	7.1703	0.14596	6.851
0.645	7.1678	0.14566	6.8653
0.646	7.1653	0.14536	6.8796
0.647	7.1627	0.14505	6.894
0.648	7.1602	0.14475	6.9083
0.649	7.1577	0.14445	6.9227
0.65	7.1551	0.14415	6.9372
0.651	7.1526	0.14385	6.9516
0.652	7.1501	0.14355	6.9661
0.653	7.1475	0.14325	6.9806
0.654	7.145	0.14296	6.9951
0.655	7.1425	0.14266	7.0096
0.656	7.1399	0.14237	7.0242
0.657	7.1374	0.14207	7.0388
0.658	7.1349	0.14178	7.0534
0.659	7.1323	0.14148	7.068
0.66	7.1298	0.14119	7.0827
0.661	7.1273	0.1409	7.0973
0.662	7.1247	0.14061	7.112
0.663	7.1222	0.14032	7.1267
0.664	7.1197	0.14003	7.1415
0.665	7.1171	0.13974	7.1562
0.666	7.1146	0.13945	7.171
0.667	7.1121	0.13916	7.1858
0.668	7.1096	0.13888	7.2006
0.669	7.107	0.13859	7.2154
0.67	7.1045	0.13831	7.2303
0.671	7.102	0.13802	7.2452
0.672	7.0994	0.13774	7.26
0.673	7.0969	0.13746	7.2749
0.674	7.0944	0.13718	7.2899
0.675	7.0919	0.1369	7.3048
0.676	7.0893	0.13662	7.3197
0.677	7.0868	0.13634	7.3347
0.678	7.0843	0.13606	7.3497
0.679	7.0818	0.13578	7.3647
0.68	7.0793	0.13551	7.3797
0.681	7.0767	0.13523	7.3947
0.682	7.0742	0.13496	7.4098
0.683	7.0717	0.13468	7.4249
0.684	7.0692	0.13441	7.4399
0.685	7.0667	0.13414	7.455
0.686	7.0641	0.13387	7.4701
0.687	7.0616	0.1336	7.4852
0.688	7.0591	0.13333	7.5004
0.689	7.0566	0.13306	7.5155
0.69	7.0541	0.13279	7.5307
0.691	7.0516	0.13252	7.5458
0.692	7.0491	0.13226	7.561
0.693	7.0466	0.13199	7.5762
0.694	7.044	0.13173	7.5914
0.695	7.0415	0.13146	7.6066
0.696	7.039	0.1312	7.6218
0.697	7.0365	0.13094	7.6371
0.698	7.034	0.13068	7.6523
0.699	7.0315	0.13042	7.6676
0.7	7.029	0.13016	7.6828
0.701	7.0265	0.1299	7.6981
0.702	7.024	0.12964	7.7134
0.703	7.0215	0.12939	7.7287
0.704	7.019	0.12913	7.744
0.705	7.0165	0.12888	7.7593
0.706	7.014	0.12862	7.7746
0.707	7.0115	0.12837	7.7899
0.708	7.009	0.12812	7.8053
0.709	7.0065	0.12787	7.8206
0.71	7.0041	0.12762	7.836
0.711	7.0016	0.12737	7.8513
0.712	6.9991	0.12712	7.8667
0.713	6.9966	0.12687	7.882
0.714	6.9941	0.12662	7.8974
0.715	6.9916	0.12638	7.9128
0.716	6.9891	0.12613	7.9282
0.717	6.9867	0.12589	7.9436
0.718	6.9842	0.12564	7.959
0.719	6.9817	0.1254	7.9744
0.72	6.9792	0.12516	7.9898
0.721	6.9767	0.12492	8.0052
0.722	6.9743	0.12468	8.0206
0.723	6.9718	0.12444	8.036
0.724	6.9693	0.1242	8.0514
0.725	6.9669	0.12396	8.0669
0.726	6.9644	0.12373	8.0823
0.727	6.9619	0.12349	8.0977
0.728	6.9595	0.12326	8.1132
0.729	6.957	0.12302	8.1286
0.73	6.9545	0.12279	8.1441
0.731	6.9521	0.12256	8.1595
0.732	6.9496	0.12232	8.175
0.733	6.9472	0.12209	8.1904
0.734	6.9447	0.12186	8.2059
0.735	6.9422	0.12164	8.2213
0.736	6.9398	0.12141	8.2368
0.737	6.9373	0.12118	8.2522
0.738	6.9349	0.12095	8.2677
0.739	6.9324	0.12073	8.2831
0.74	6.93	0.1205	8.2986
