17.6872	10.2538
17.6872	10.2953
17.6456	10.2953
17.6456	10.2953
17.6456	10.3368
17.6456	10.3368
17.6456	10.3783
17.6456	10.3783
17.6456	10.4198
17.6456	10.4198
17.6456	10.4613
17.6456	10.4613
17.6456	10.4613
17.6456	10.5029
17.6456	10.5029
17.6456	10.5444
17.6456	10.5444
17.6456	10.5859
17.6456	10.5859
17.6456	10.6274
17.6456	10.6274
17.6456	10.6274
17.6456	10.6689
17.6041	10.6689
17.6041	10.7104
17.6041	10.7104
17.6041	10.7519
17.6041	10.7519
17.6041	10.7935
17.6041	10.7935
17.6041	10.8350
17.6041	10.8350
17.6041	10.8350
17.6041	10.8765
17.6041	10.8765
17.6041	10.9180
17.6041	10.9180
17.5626	10.9595
17.5626	10.9595
17.5626	10.9595
17.5626	11.0010
17.5626	11.0010
17.5626	11.0425
17.5626	11.0425
17.5626	11.0840
17.5626	11.0840
17.5626	11.1256
17.5626	11.1256
17.5626	11.1256
17.5211	11.1671
17.5211	11.1671
17.5211	11.2086
17.5211	11.2086
17.5211	11.2501
17.5211	11.2501
17.5211	11.2916
17.5211	11.2916
17.5211	11.2916
17.5211	11.3331
17.4796	11.3331
17.4796	11.3746
17.4796	11.3746
17.4796	11.4162
17.4796	11.4162
17.4796	11.4162
17.4796	11.4577
17.4796	11.4577
17.4796	11.4992
17.4381	11.4992
17.4381	11.5407
17.4381	11.5407
17.4381	11.5407
17.4381	11.5822
17.4381	11.5822
17.4381	11.6237
17.4381	11.6237
17.4381	11.6652
17.3966	11.6652
17.3966	11.6652
17.3966	11.7067
17.3966	11.7067
17.3966	11.7483
17.3966	11.7483
17.3966	11.7898
17.3966	11.7898
17.3550	11.7898
17.3550	11.8313
17.3550	11.8313
17.3550	11.8728
17.3550	11.8728
17.3550	11.9143
17.3550	11.9143
17.3135	11.9143
17.3135	11.9558
17.3135	11.9558
17.3135	11.9973
17.3135	11.9973
17.3135	12.0389
17.3135	12.0389
17.2720	12.0389
17.2720	12.0804
17.2720	12.0804
17.2720	12.1219
17.2720	12.1219
17.2720	12.1219
17.2305	12.1634
17.2305	12.1634
17.2305	12.2049
17.2305	12.2049
17.2305	12.2464
17.2305	12.2464
17.1890	12.2464
17.1890	12.2879
17.1890	12.2879
17.1890	12.3294
17.1890	12.3294
17.1890	12.3294
17.1475	12.3710
17.1475	12.3710
17.1475	12.4125
17.1475	12.4125
17.1475	12.4540
17.1475	12.4540
17.1060	12.4540
17.1060	12.4955
17.1060	12.4955
17.1060	12.5370
17.1060	12.5370
