836	860	811
179	235	643
122	304	662
136	282	694
167	430	733
100	361	706
157	431	708
769	737	783
655	656	773
123	293	671
145	278	667
183	186	635
188	172	629
92	380	684
396	564	744
107	320	678
375	520	762
193	174	627
110	301	678
186	189	637
634	1023	861
109	85	131
103	338	693
210	478	730
150	267	672
180	146	590
387	517	741
242	503	721
124	309	702
157	256	678
132	429	719
190	189	648
107	331	692
367	93	190
527	575	744
124	292	670
100	379	683
591	629	762
271	516	737
186	219	650
398	562	740
132	435	727
109	302	679
108	371	689
231	489	738
109	94	0
99	337	701
740	673	772
103	392	709
143	272	668
443	587	753
693	656	760
120	435	718
117	406	734
116	316	688
111	382	719
122	436	690
603	619	766
98	354	727
98	391	719
175	243	659
180	233	644
466	542	755
122	308	690
99	364	706
116	422	625
141	276	696
119	303	669
115	298	678
97	357	715
102	410	711
99	343	677
112	303	676
121	401	721
192	204	637
264	477	749
854	700	791
197	182	635
41	36	48
133	277	647
39	41	163
123	395	714
106	373	717
281	490	729
180	138	587
146	268	661
249	508	736
168	239	648
814	743	768
150	419	723
185	229	639
112	312	678
139	260	665
140	261	672
131	274	678
108	312	675
140	449	720
197	200	628
120	96	545
131	279	686
104	321	694
146	447	710
725	625	768
197	192	643
160	462	710
176	231	640
179	232	654
181	237	633
312	499	715
197	165	612
198	489	737
161	231	650
306	499	744
47	60	0
156	453	720
102	402	701
96	353	679
868	885	803
112	293	687
249	492	723
96	390	696
197	197	634
131	423	708
168	251	643
165	247	646
95	364	702
107	383	726
169	251	658
199	164	627
270	510	732
101	358	709
103	312	694
106	370	701
124	425	719
106	326	687
150	265	641
96	346	686
104	80	534
97	356	686
191	209	622
768	693	758
196	179	630
121	431	693
118	299	662
823	811	807
161	245	663
116	311	678
165	243	651
116	285	673
140	280	663
99	354	708
240	508	719
151	268	680
192	214	635
200	477	740
158	245	684
107	373	703
105	307	684
128	417	718
141	269	673
109	322	674
181	236	663
97	352	683
99	355	685
156	242	666
685	660	773
152	259	677
108	417	700
152	113	583
285	519	743
152	447	719
144	251	653
876	784	795
181	233	659
128	306	672
161	472	709
349	536	736
109	298	679
160	452	720
101	345	710
110	333	689
97	397	712
92	385	697
107	323	685
262	508	743
88	353	681
117	95	189
299	548	738
183	467	719
128	284	687
190	219	651
98	394	673
120	436	701
501	583	752
146	282	674
372	546	752
111	387	700
109	326	683
380	545	741
102	382	718
116	424	683
120	426	692
100	361	707
367	561	749
88	366	695
113	381	699
287	497	731
180	217	642
190	219	640
126	425	708
110	304	672
634	642	761
173	249	647
111	383	710
104	89	573
149	427	699
88	342	687
162	427	735
97	364	701
96	382	702
66	68	141
106	337	676
191	183	625
44	49	276
110	317	670
91	354	684
120	299	640
125	292	685
199	160	615
414	519	758
119	400	727
100	382	697
108	333	699
149	115	602
99	343	694
98	375	688
158	266	670
169	437	727
173	249	660
153	440	722
433	567	750
102	338	684
123	296	658
169	236	657
128	401	712
779	1023	805
177	462	743
316	537	734
171	132	626
201	441	725
391	520	735
768	689	763
100	355	679
181	241	639
93	381	706
102	377	697
99	349	687
198	175	621
189	214	641
120	404	703
124	414	732
104	395	695
122	296	667
102	328	713
215	489	758
180	219	636
132	426	695
105	331	695
315	535	735
141	262	705
135	283	674
93	375	689
1023	1023	850
115	402	724
172	458	720
120	306	681
213	471	731
87	375	692
473	589	768
267	510	748
187	450	708
195	462	716
89	374	692
479	573	749
384	568	763
355	556	758
126	276	690
398	537	741
135	276	672
169	470	715
146	417	717
188	452	720
155	260	657
104	305	682
183	435	717
154	450	731
94	380	694
102	335	676
307	489	724
150	416	727
107	400	706
125	284	654
100	339	704
103	349	694
169	250	659
389	554	745
183	214	658
219	486	725
96	361	690
176	236	653
98	378	698
437	577	755
99	344	690
201	177	610
165	447	740
96	327	680
98	343	690
377	549	743
508	594	778
130	292	665
92	370	690
487	606	761
415	1023	837
392	528	751
150	269	652
115	312	681
115	320	709
103	318	691
257	512	732
120	311	690
420	570	755
196	193	631
99	353	710
214	479	743
181	160	609
276	500	750
664	668	758
260	494	720
123	310	687
104	379	706
1023	1023	1023
713	649	782
1023	1023	870
189	467	724
121	307	679
103	312	688
363	555	737
239	488	744
102	371	699
181	465	715
104	343	683
132	276	661
146	252	661
88	344	702
651	657	775
138	285	672
98	346	707
708	681	764
123	390	728
249	483	734
640	649	766
256	515	720
119	410	702
108	375	699
105	412	714
114	308	686
223	472	721
273	509	716
650	637	775
805	1023	804
98	346	699
101	371	698
114	316	669
404	564	727
196	202	657
90	375	721
101	369	693
123	307	659
186	218	651
232	476	733
107	340	687
483	603	756
113	333	681
94	324	690
145	255	677
102	346	699
179	227	635
179	139	628
118	299	702
377	536	731
111	409	714
148	267	655
125	433	707
113	414	701
874	737	767
200	468	747
159	255	653
431	595	765
153	269	675
133	428	706
766	684	766
327	471	725
741	681	777
141	450	715
93	368	685
118	310	666
134	290	673
193	170	618
341	531	754
198	170	676
252	463	729
96	342	692
149	250	676
89	363	709
261	495	758
156	258	664
163	248	658
102	82	582
176	237	631
129	303	688
103	316	683
125	294	654
106	317	695
249	505	739
194	457	734
154	0	0
165	475	758
855	718	782
111	312	681
270	472	723
176	435	729
192	477	726
198	201	631
102	329	673
237	498	726
107	403	712
66	67	116
139	284	652
120	294	666
93	375	698
98	357	692
157	259	639
167	238	663
99	351	677
144	268	668
350	532	742
268	504	714
87	358	718
193	182	625
125	286	659
146	273	662
94	371	718
136	289	673
823	680	781
177	135	599
252	488	715
177	220	656
97	351	680
482	565	775
144	451	717
173	242	664
168	242	638
175	460	704
219	465	722
124	398	696
170	232	650
105	309	682
391	530	758
185	238	642
129	305	671
398	572	767
382	536	744
868	716	777
102	335	269
98	348	691
174	236	643
134	292	665
163	433	725
51	57	512
567	590	769
87	359	706
111	315	654
182	228	670
178	430	726
252	503	722
141	255	664
175	131	600
97	340	700
100	391	704
101	350	699
106	332	702
185	469	730
660	619	769
120	275	660
190	210	627
217	466	716
158	426	727
120	403	713
126	431	713
313	520	737
116	316	686
33	46	99
675	669	759
54	56	214
125	440	707
182	214	644
318	506	734
103	338	683
94	355	696
172	236	670
92	384	700
197	193	619
106	362	699
200	464	748
